image,model,detections,inference_time_sec
image_316_jpg.rf.5efec9f69f7127559a4245f537798030.jpg,best.pt,1,0.0181
image_316_jpg.rf.691558d64a1798fba6c8e9bb03f9fadb.jpg,best.pt,1,0.0184
image_317_jpg.rf.25bf95a7d5425672e34a78f752b79c33.jpg,best.pt,1,0.023
image_317_jpg.rf.bd58f819ac5e7375f91164d7cdff834c.jpg,best.pt,1,0.0183
image_317_jpg.rf.efa22a4b8447925aed6d641eefd2ea44.jpg,best.pt,1,0.0182
image_320_jpg.rf.6fb94ded72ae92e04738e8efb3c02019.jpg,best.pt,1,0.0183
image_320_jpg.rf.7dd282c3c1c4be442e24e84a7ee9a201.jpg,best.pt,1,0.0186
image_320_jpg.rf.fba820ebaa0aa1138460b15a54a420c6.jpg,best.pt,1,0.0188
image_321_jpg.rf.4e171081a4b0069067f2e8e6d6a7c0a9.jpg,best.pt,1,0.019
image_321_jpg.rf.bbce966ad394b0bbb6ceba6caf41a771.jpg,best.pt,1,0.0225
image_321_jpg.rf.c9240833372020414a3f0b4befeb208a.jpg,best.pt,1,0.0188
image_330_jpg.rf.8668c5b37001bee42adf76e99403238a.jpg,best.pt,1,0.0184
image_330_jpg.rf.c1f1adda78aa7238ee6ea2049381a19a.jpg,best.pt,1,0.0179
image_330_jpg.rf.dd3fcf080da227bb3cf808295481ce9a.jpg,best.pt,1,0.0186
